Количество чугуна (т),Перепад давлений общий (ат),Перепад давлений нижний (ат),Расход природного газа (м³/ч),Расход холодного дутья (м³/ч),Выход колошникового газа (м³/ч),Колошниковый газ (H₂),O₂ в горячем дутье,t колошникового газа 2 (°С),t колошникового газа 1 (°С),Уровень засыпи (север) (м),t периферийных газов 5 (°С),t колошникового газа 4 (°С),t колошникового газа 3 (°С),Уровень засыпи (запад) (м),Уровень засыпи (восток) (м)
4170.297,1.179729164,0.933438075,13441.82369,201692.8092,273089.0052,7.26666673,26.69999949,181.737683,175.0012773,1.733369514,508.3482908,173.8561134,196.2623259,1.576684708,2.013660426
4181.393,1.182807292,0.919067708,13499.40548,206066.9863,277366.1471,7.099999905,26.56666629,173.0954533,176.7582645,1.205501392,468.1398087,171.0520643,197.1768901,1.06407053,1.521694332
4195.223,1.218489165,0.946206058,13498.58826,206185.0267,277207.2383,7.133333206,26.63333321,173.2554544,183.1105709,1.189006127,480.7616971,175.0789865,197.9253635,1.079718707,1.452400506
4015.823,1.180726262,0.927984081,13466.29126,198508.304,268103.2585,7.366666635,26.66666667,182.5433127,182.1612523,1.79704841,552.7608096,178.3271891,200.197518,1.607841561,2.017995045
4122.987,1.166595911,0.895586662,12099.34538,193918.1615,261148.5313,7.066666603,27.0,168.3962612,181.0128676,1.26524512,574.5186259,175.6830915,182.1293125,1.128570514,1.431640362
4137.282,1.158618053,0.887401626,12739.04476,202544.3034,274956.0469,6.899999936,27.26666641,164.1365128,164.8302301,1.459005957,584.2897644,160.6634394,177.2272752,1.221288527,1.596901665
2734.295,0.878996544,0.689664355,9198.616347,152438.2241,227735.4863,7.350000143,27.19999981,210.2187392,198.7342186,2.651117126,603.1835251,194.223053,207.4077371,2.545287848,2.649768705
3625.457,1.101993168,0.86248337,12465.61056,191382.582,249546.127,7.26666673,26.73333359,234.8709132,210.7944533,1.682995488,647.6698456,223.9508508,247.7813759,1.518654466,1.925385068
2619.299,0.939675925,0.731536455,10276.39478,172674.4141,205661.1914,7.433333238,25.06666692,297.2875532,260.3362408,2.475863874,730.0693843,269.0776711,292.1021659,2.125771344,2.538750639
3529.388,1.044110869,0.814290268,10564.8641,180740.1276,224967.2897,6.733333429,26.40000025,194.1133804,179.7736473,1.985941589,620.8168538,174.3882256,193.4644032,1.695544531,2.069190597
3604.457,1.061087355,0.842288807,10668.90084,188304.554,233158.054,6.833333333,25.56666692,181.4733295,168.5867316,2.561365714,520.2476807,169.3503863,189.6350822,2.170648992,2.690326293
3332.741,1.136381944,0.90036574,11199.23771,190774.0658,235276.3854,7.399999936,25.29999987,247.0230961,217.5349013,2.513180306,659.2965317,225.906779,257.8156401,2.146941587,2.772515694
3913.162,1.178240175,0.948767943,11979.92859,193850.1882,250530.1901,6.933333397,26.56666629,192.4089413,171.3656476,2.452174832,523.3380458,178.2460938,198.3739255,2.095716958,2.745134215
3695.187,1.143031555,0.927148166,11874.64669,190544.7305,245835.3483,7.133333365,26.03333346,212.9351966,193.0964025,2.541517526,611.5933762,198.2191105,222.5597095,2.191225429,2.88036115
3807.823,1.159707169,0.935637735,11991.55839,190656.2487,250502.3574,6.899999936,26.70000013,193.2277788,182.8252627,2.269243335,534.5208282,180.776741,197.7067318,1.965702782,2.460109204
3609.371,1.110942714,0.890962961,11797.30607,184789.5332,238847.5085,7.166666508,26.96666654,194.9430211,183.1239134,2.542878469,566.9430262,185.6306407,201.9943256,2.177117825,2.838829825
3886.556,1.078643471,0.871842486,11966.09762,186579.6875,241965.2083,7.166666667,26.73333359,171.9697323,159.1379312,2.970020602,551.747687,164.0312392,174.8439293,2.611855278,3.217674782
3693.504,1.03330864,0.823412153,11999.72095,184749.9069,237101.235,7.23333327,26.63333384,170.4027131,162.0290928,2.471199324,515.7552846,167.5252673,176.7165718,2.163069447,2.696925133
3623.832,1.075946172,0.858052666,11998.76127,186586.2806,241417.5098,7.166666667,26.93333371,186.1935469,169.5715961,2.417616308,578.7842954,183.5025425,200.1973852,2.103693455,2.814086825
3672.095,1.073890741,0.856237958,11999.34562,185188.985,238680.0618,7.233333429,27.0,187.2934704,181.8340365,2.425755461,572.8291537,187.544452,203.7436117,2.126204784,2.826735079
3630.15,1.075505798,0.853322335,11999.36845,184681.0273,238577.1094,7.166666667,26.76666705,180.4441942,178.1894906,2.290525074,591.2327398,176.211956,190.4556541,1.993793632,2.36464564
3469.031,1.063815971,0.842652194,11423.22502,182750.6608,235575.7201,7.166666508,26.0,214.1513538,205.2014167,2.346515447,631.1690826,210.4684245,231.7022661,2.099400654,2.631867429
3490.941,1.055292363,0.828139581,11499.26074,179656.6296,229774.6797,7.400000095,26.56666629,203.4560502,200.5820789,2.428412105,631.3394623,195.9093463,211.6806946,2.150777439,2.638872335
3514.858,0.979138305,0.766144102,11469.62846,176986.4264,225620.8581,7.433333238,26.76666641,192.1300589,193.9062023,2.602137953,490.2455406,187.079689,200.5743472,2.285730625,2.805848151
3444.368,1.021129631,0.794531249,11498.86393,176273.9004,224698.2572,7.199999968,26.73333295,179.819327,178.7440268,2.215063184,611.8671824,169.6312733,180.9711157,1.957960298,2.300103535
3486.495,1.00739904,0.780486993,11468.80693,182080.4336,233761.1289,7.333333492,26.8333327,183.1291358,182.0937551,2.302771812,604.6095759,171.7635536,188.206557,2.018727005,2.395109097
3364.979,0.977440387,0.757831588,11365.89986,176246.7376,224562.0286,7.133333365,26.96666654,179.8422648,183.7942804,1.950045745,616.9432424,176.3330587,189.3458576,1.742287579,2.112056186
3271.194,0.925194734,0.710540797,10240.35295,169330.1165,216378.8936,7.233333429,26.76666705,146.00549,156.231184,1.323028028,660.214124,149.7339989,166.4652767,1.104834172,1.426902726
3488.43,1.148045073,0.870826845,11265.16504,181992.1615,235882.4284,6.966666698,26.69999949,149.9665553,158.8650373,1.092987334,595.8840434,147.8998861,175.2037716,0.914607018,1.292838916
3503.61,1.19308797,0.909599533,11499.81848,184458.6217,239682.263,6.966666698,26.66666603,165.4735629,176.025725,0.998348323,690.9117915,166.4982592,196.8067926,0.876552897,1.206660271
3637.078,1.188857928,0.905935481,11482.99268,186503.4023,243079.6497,6.533333302,26.43333308,153.4436092,172.8538367,0.909628523,727.554451,161.2289079,183.2592208,0.785929891,1.071669179
3555.052,1.216869305,0.913602772,11500.24654,185540.5319,243254.8704,6.866666635,26.06666629,154.141297,167.9005044,0.913206187,731.8269348,160.2769216,182.3200652,0.75877441,1.078517492
3469.017,1.165137167,0.872359385,11775.21623,181036.834,235220.6686,6.933333238,26.43333308,199.6097228,201.5809759,1.349905804,675.0665792,199.3276838,216.6349595,1.252140495,1.49757422
3638.481,1.167625869,0.894641211,11500.23739,183116.7969,238742.1608,6.966666698,26.66666667,163.0183859,171.6803913,1.13146325,644.922821,172.4845219,184.1638457,1.047488935,1.342936262
3692.757,1.196678683,0.921707772,11499.57357,186699.7891,247991.304,7.433333238,26.53333346,154.7174225,172.1902345,0.855637195,639.6422145,162.2465045,181.9306831,0.750615105,1.057739774
3630.558,1.202559039,0.919662908,11499.48189,183497.821,244187.8079,7.433333397,26.29999987,173.5567735,189.4329306,0.893079365,689.3878454,182.8163382,197.29135,0.814183623,1.139531476
3481.595,1.16417448,0.899308739,11076.51947,176587.2601,232176.2992,8.066666921,26.79999987,182.2662608,189.4639804,1.413797679,681.2835159,184.2136459,198.7093646,1.306208933,1.571544059
3509.36,1.08665096,0.837674116,11026.28361,178679.3958,232165.7598,7.033333143,26.76666705,173.0727946,185.4749527,1.135735321,617.7742157,178.5676912,195.8309104,1.060801019,1.351332096
3754.726,1.130475124,0.86791378,11044.38477,189928.8444,251611.3678,6.800000032,26.5,168.8893337,183.2387587,1.274058014,620.8976415,177.7477061,191.2408079,1.195987056,1.533054183
3836.937,1.129607076,0.868475556,11100.05815,190668.5091,256025.388,7.066666762,26.96666654,166.8109996,181.0018469,1.293536266,600.7066422,174.8180014,184.4607023,1.199592084,1.401774878
3944.639,1.119404793,0.846754911,11101.56201,190147.765,255787.8086,6.966666698,26.5,156.2438914,152.1468639,1.353601565,542.3452377,150.4923579,166.1624101,1.266951536,1.418186719
3872.765,1.082020839,0.81964236,11100.00675,191960.8574,256601.6589,7.100000064,26.66666667,160.7288074,144.1520004,1.471776699,512.5191294,153.9537649,174.367993,1.349107032,1.685556168
3697.565,1.133422986,0.859813487,11099.44287,190260.5241,253907.3392,7.099999905,26.3333327,176.8080374,174.9973793,1.301090439,619.8202718,180.7735182,198.5845235,1.234635601,1.546898628
3826.77,1.105735535,0.845318295,11099.67183,195858.4577,259303.9622,7.399999936,25.96666718,171.9819145,183.4890785,1.32880417,647.2991257,182.3706983,192.1531277,1.256855801,1.517378658
3606.566,1.048859668,0.789687783,11007.78866,185313.1973,241921.8372,7.199999968,25.70000013,188.2698332,197.5757732,1.639570072,694.65625,193.8525562,202.8420874,1.537903676,1.607772599
3700.313,1.04696626,0.797104679,11099.32373,184755.7207,244090.235,7.333333333,26.69999949,176.0843245,176.6086108,1.570016344,615.1473567,172.4373531,185.897405,1.433563987,1.592940832
3722.223,1.028965555,0.792460357,11093.39815,182416.1009,244327.8203,7.166666667,26.86666616,155.9366633,151.7387257,1.610993038,596.6213404,149.212431,164.7735488,1.506697382,1.652203182
3699.799,1.025660587,0.794939814,11097.38615,182341.7891,246559.4616,7.466666698,27.70000013,159.8402964,155.5391877,1.435285653,629.8407898,159.7714348,172.8740266,1.354169369,1.614196569
3864.857,1.080855201,0.848363521,11105.15568,190327.5677,258025.0755,7.033333302,27.1666673,164.015576,168.7548904,1.440079848,622.5051041,169.0107225,187.5121148,1.316791187,1.734334141
3821.618,1.076358214,0.846582753,11099.58207,186753.8737,248249.1322,7.066666603,27.40000025,177.9529254,183.6037731,1.65302666,635.536939,184.2060744,191.2214286,1.596496875,1.793344791
3764.333,1.039852907,0.801464987,11060.99154,187063.2995,246136.0755,6.833333333,27.0,165.9220842,162.3717492,1.795690273,616.2567978,167.4388396,179.8069013,1.470224137,1.719220152
3719.266,1.058736016,0.817453879,11100.72896,187562.418,248794.0163,7.199999968,27.16666667,157.1295338,155.8203894,1.66176119,629.7022934,155.9180705,175.7285296,1.217435787,1.536178137
3715.189,1.052485806,0.807653358,11099.1722,185443.6478,245167.3503,7.466666698,27.59999975,152.9111443,157.1772264,1.572581718,668.1334432,152.4128958,174.116188,1.067506825,1.387639001
3750.172,1.048392917,0.801186629,11099.73136,189633.0371,251649.6276,7.499999841,27.09999975,156.1080456,164.9198449,1.432425901,705.0891164,170.8432649,197.4999167,0.890258657,1.274259637
3647.195,1.043798034,0.794059505,11099.50028,188351.4408,248149.9701,7.0,27.13333321,163.4150664,177.8293845,1.423951159,750.0730616,186.3326963,203.8670826,0.891556568,1.273141806
3620.579,1.008243901,0.765480066,11099.21216,184033.2539,242255.0618,7.599999905,27.16666667,163.4023724,168.1510264,1.271204936,746.2546946,184.9852231,200.4615536,1.1210447,1.486221428
3553.201,1.026609647,0.779124707,11123.05782,182682.5052,236529.1361,7.03333346,27.23333359,145.7944647,152.9793237,1.13128605,669.8634237,152.9930967,164.18595,1.07828287,1.308578417
3298.467,1.034603886,0.810679977,11098.96627,183833.3815,238739.2936,7.26666673,27.06666692,168.0749353,170.6050307,1.16645054,666.7625605,174.909668,185.185592,1.200648146,1.336382627
2777.368,1.380779219,0.609973388,8466.543701,158977.0671,200588.5905,7.233333429,24.46666718,281.3118515,236.8499966,1.971041342,695.694013,250.1922347,278.222304,1.882281269,2.406206186
3274.676,0.849663779,0.666168407,8359.812236,172978.1061,225859.2539,6.566666603,25.33333397,225.9154425,195.6060979,2.633364171,676.7091955,195.1974436,213.0072889,2.564496944,2.833931014
3588.111,0.9639199,0.738454876,9407.607951,184618.4251,248119.6048,6.099999905,25.5,185.8749167,179.4298229,1.677547291,647.2090505,178.159736,180.6647243,1.698896294,1.919046273
3337.187,1.050631362,0.778366603,10973.90576,178379.2409,241376.3379,7.333333333,25.76666641,232.4726238,200.5577304,1.736986021,645.2800649,211.2142811,226.6503525,1.696132928,2.090775326
3513.902,1.10704724,0.822144993,10983.62195,187093.4727,253697.9258,7.066666762,25.80000051,231.133241,206.4176013,1.705587715,643.902593,213.1926924,230.2867908,1.671127816,1.989726926
3252.786,1.089607621,0.80417824,10988.86369,176767.3073,237934.7552,7.500000159,25.56666692,242.4498158,215.0355962,1.796135078,645.4728165,222.9322561,243.6390909,1.641425356,2.13393117
3341.621,1.046505841,0.787823747,10867.68115,176002.4056,235586.8431,7.433333238,25.83333397,216.4624996,188.9499544,1.473276724,639.12883,195.0126921,215.4076341,1.380196686,1.826991176
3263.308,0.981779511,0.782899598,10899.51363,177715.6816,236133.3021,7.26666673,25.29999987,202.6375917,188.8536228,2.881349251,566.2041817,194.0580676,208.9635709,2.79271015,3.197009618
3455.56,1.046515045,0.810996234,10970.22229,183562.4036,245475.446,7.100000064,25.70000076,217.3132337,204.3768635,1.626228188,634.8434118,194.8012301,222.0409342,1.605453069,2.046505714
3401.359,1.042779091,0.818620165,10982.85661,185255.2962,244438.8327,7.266666571,25.36666679,233.4029687,202.4875024,1.797447552,646.7042516,200.6372967,234.1881625,1.757340357,2.201940601
3383.594,1.042031541,0.822856488,10993.56571,178357.4095,237109.9095,7.000000159,25.43333371,238.0927614,207.1624101,1.818072791,616.3399353,207.6143564,240.69966,1.683404371,2.242553959
3342.69,1.06497367,0.84094965,10974.97864,177991.3047,237180.5241,7.100000064,25.43333308,220.5281747,190.5504608,1.79680185,599.8282725,189.9109116,215.340957,1.690795839,2.228956992
3370.813,1.047844358,0.829295268,10869.28088,183889.2201,237958.0352,6.73333327,25.43333308,234.0425078,196.1364466,1.756915723,623.4167531,195.1904577,225.9704965,1.607723415,2.191743061
3439.847,1.061421866,0.838644383,10852.11686,184806.4271,244774.3991,6.96666654,24.76666641,245.9307213,210.6244113,1.760781686,623.9577942,209.1169853,234.8849862,1.684349567,2.1665078
3256.762,1.003898429,0.792964118,10386.10498,175210.1263,231508.9108,7.300000032,26.0,250.1683083,213.1137746,2.238426333,601.634875,213.4934896,246.3633709,2.059245651,2.661495874
3420.576,1.049737943,0.838086565,10270.05286,180307.4375,241389.5072,6.933333397,25.76666641,241.4994742,198.5729688,2.00162073,617.4092484,196.9477857,225.720391,1.912912687,2.437821607
3649.508,1.039778056,0.826712094,10481.09078,189132.2611,254112.5827,6.833333333,25.29999987,241.4855855,205.8358123,1.9174094,627.2121429,198.0917041,220.6129163,1.821277668,2.2593103
3307.137,1.033755504,0.81977576,10318.21265,180693.2526,241863.347,7.166666667,25.16666667,241.4340789,207.8938497,2.154444953,596.1285578,204.2233938,231.0207539,2.00884526,2.493333846
3413.622,1.026827683,0.804455395,10489.26672,184143.8691,246466.5697,6.966666698,25.33333333,234.3680808,198.1493295,1.849618708,582.5538788,197.6908779,222.7400093,1.741555487,2.273486028
2961.538,0.852202547,0.674513026,8881.146483,162401.3163,221380.0077,6.799999952,25.20000076,218.5187448,192.014026,2.117956897,615.0404663,184.9702148,213.6567116,2.112087602,2.531920701
3339.108,0.989602705,0.784967589,10500.06112,177155.097,240173.9043,7.0,25.39999962,242.2617009,199.6874479,1.893988401,585.937617,201.2033106,234.6379992,1.764637669,2.363896439
3509.273,1.030659787,0.821919471,10499.28316,176932.3607,249796.4707,6.800000032,25.13333321,220.8212535,184.772131,1.716780946,575.0601908,187.3152472,216.3745619,1.625364378,2.163789367
3517.625,1.051030946,0.835851269,10570.51001,177020.4876,252518.9362,6.76666673,25.69999949,228.7453543,189.4729544,1.809392224,593.7594274,192.6672414,223.0333252,1.694093948,2.215741575
3101.465,0.993898146,0.815921006,10012.48872,167639.1152,231564.779,7.100000064,25.49999936,258.2097804,225.7047399,2.882614444,564.7461929,229.1043358,251.8060544,2.665294444,3.259779871
3562.269,1.007183596,0.848412285,10428.71484,183803.028,259837.3848,6.866666635,25.63333321,265.4686356,233.7742163,3.391429335,592.2281265,238.8882917,266.1817633,3.192896008,3.940830539
3813.639,1.04862346,0.88727431,10749.07658,190547.4479,272614.5052,6.933333397,26.16666667,230.8883254,204.6500435,1.716780946,493.2692897,213.7327131,233.9378211,3.82810547,4.300392061
3849.583,1.121161183,0.943022887,11803.19356,187092.875,272858.4004,7.333333333,26.73333295,219.3298346,203.934775,1.809392224,462.729112,210.491258,229.8035463,3.562111,4.300392061
3727.885,1.012601564,0.858962382,10904.44751,183695.9805,261381.099,7.566666444,26.70000013,214.6234035,197.2332204,3.602497806,442.2689857,200.6652508,215.2653255,3.192896008,3.987896323
3680.547,1.047142066,0.889909717,11109.71688,186547.8685,265735.4889,7.366666794,27.33333333,242.2136059,218.2085018,3.771341532,460.9535968,227.1737779,238.380223,3.519886921,3.940830539
3754.518,1.050580693,0.900937726,10926.50171,185237.2559,262593.4583,7.166666667,26.73333359,217.3438225,200.1081378,4.772218436,410.9177831,205.5170288,216.9956799,3.494174222,5.006999592
3192.57,0.887687206,0.766480026,9982.90888,177161.4238,238007.2839,7.25,26.5,223.0608826,215.9711177,3.771341532,340.745388,210.0384395,223.65448,3.551635116,4.085765868
3916.285,1.033463647,0.878056509,11119.19564,189218.2435,270842.9401,6.899999936,26.69999949,187.1418692,167.4935824,3.745809346,411.4478722,177.5700347,191.492548,3.562111,4.026312341
4018.814,1.070007811,0.90812356,12062.1945,191079.7083,274974.4922,7.199999968,27.83333397,175.7677606,151.5601222,3.668037961,342.4386686,159.0884069,178.2222417,3.47322168,3.956800391
3705.425,1.000686335,0.854224826,11722.38953,186642.7747,259198.5918,7.600000064,27.06666692,205.1856677,190.8550898,3.817355673,281.8841,193.9118245,209.7688675,3.656442185,4.300392061
3389.591,0.970170711,0.827520825,11576.1628,176219.7936,242145.3926,7.299999873,26.76666641,213.9607455,197.7425658,3.626666556,249.2937012,201.1879279,210.3015048,4.296333134,3.939413557
3619.677,0.949068591,0.805883316,10819.63631,177401.6706,244675.6315,7.166666667,26.66666667,179.7397779,166.6275876,4.494376381,314.1408272,173.6487528,192.9420497,3.47322168,4.712714165
3733.976,0.934821176,0.784724822,11250.12516,180026.8281,249085.6725,7.0,26.90000025,189.7983278,172.3546174,3.985352685,447.9648616,184.0135244,207.5205949,3.898077905,3.956800391
3809.378,0.954968169,0.806506368,11499.52588,182442.7936,254186.4583,7.100000064,27.46666654,187.9802583,170.3961926,4.557228138,450.8679466,174.5918395,199.5849107,3.47322168,4.085765868
3784.682,0.955892473,0.807267979,11499.66479,181002.8392,251035.0671,6.866666794,26.80000051,186.2939294,165.4128113,4.073262235,424.8679708,164.4371675,188.2584368,3.47322168,3.939413557
3728.102,0.960543113,0.817127888,11499.68958,182965.403,254291.9303,7.199999968,26.90000025,196.818381,175.379783,4.772218436,359.4402873,178.2113558,198.6391182,3.656442185,4.08609277
3706.257,0.951220488,0.811311344,11544.30518,181679.4212,252681.9297,7.066666603,26.33333397,194.8709971,177.7610486,3.985352685,363.6557986,177.1221377,197.1784064,3.894473652,3.939413557
3744.632,0.95542446,0.812097939,11000.16121,184866.6901,256520.0091,6.966666698,26.36666679,198.7980461,179.5431213,4.016978065,396.3691012,182.9779886,199.601188,3.894473652,3.939413557
3680.265,0.936032114,0.78760127,11000.40055,183391.6797,254191.1198,6.899999936,25.86666679,214.846192,193.9686025,3.980252087,383.1457036,198.4739043,209.7839648,4.000309815,4.08609277
